Gene_Id	Gene_desc	Box
Tb927.9.4450	hypothetical protein	<input id="checkbox_Tb927.9.4450" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.4450">
Tb927.5.1790	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.5.1790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.1790">
Tb927.10.6820	hypothetical protein  conserved	<input id="checkbox_Tb927.10.6820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6820">
Tb927.7.1840	zinc finger protein  putative	<input id="checkbox_Tb927.7.1840" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1840">
Tb927.6.1540	Yip1 domain containing protein  putative	<input id="checkbox_Tb927.6.1540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1540">
Tb927.4.2730	kinesin  putative	<input id="checkbox_Tb927.4.2730" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2730">
Tb927.7.1320	10 kDa heat shock protein  putative	<input id="checkbox_Tb927.7.1320" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1320">
Tb11.0845	dynein light chain LC8  putative	<input id="checkbox_Tb11.0845" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0845">
Tb927.1.1170	DNA-directed RNA polymerase 2  RPB12 subunit	<input id="checkbox_Tb927.1.1170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.1170">
Tb927.4.5550	variant surface glycoprotein  fragment  degenerate	<input id="checkbox_Tb927.4.5550" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5550">
Tb927.10.14350	hypothetical protein  conserved	<input id="checkbox_Tb927.10.14350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14350">
Tb927.1.2210	nucleosome assembly protein (NAP)  putative	<input id="checkbox_Tb927.1.2210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.2210">
Tb927.11.9740	tRNA intron endonuclease  catalytic C-terminal domain containing protein  putative	<input id="checkbox_Tb927.11.9740" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9740">
Tb927.5.2710	hypothetical protein  conserved	<input id="checkbox_Tb927.5.2710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2710">
Tb927.10.8375	hypothetical protein	<input id="checkbox_Tb927.10.8375" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8375">
Tb927.8.6280	cyclophilin-type peptidyl-prolyl cis-trans isomerase  putative	<input id="checkbox_Tb927.8.6280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.6280">
Tb927.7.6380	ssm4 protein  putative	<input id="checkbox_Tb927.7.6380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.6380">
Tb927.6.820	Pumilio homology domain family member 4	<input id="checkbox_Tb927.6.820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.820">
Tb927.11.3270	squalene monooxygenase  putative	<input id="checkbox_Tb927.11.3270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3270">
Tb927.9.15560	BARP protein	<input id="checkbox_Tb927.9.15560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.15560">
Tb927.10.7130	hypothetical protein  conserved	<input id="checkbox_Tb927.10.7130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7130">
Tb927.10.2060	hypothetical protein  conserved	<input id="checkbox_Tb927.10.2060" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2060">
Tb927.7.5120	SpoU rRNA Methylase family  putative	<input id="checkbox_Tb927.7.5120" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5120">
Tb927.7.7310	hypothetical protein	<input id="checkbox_Tb927.7.7310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.7310">
Tb927.11.15230	cytosolic coat protein  putative	<input id="checkbox_Tb927.11.15230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.15230">
Tb927.8.1580	hypothetical protein  conserved	<input id="checkbox_Tb927.8.1580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1580">
Tb927.11.8710	hypothetical protein  conserved	<input id="checkbox_Tb927.11.8710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8710">
Tb927.6.580	hypothetical protein  conserved	<input id="checkbox_Tb927.6.580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.580">
Tb05.5K5.60	hypothetical protein  conserved	<input id="checkbox_Tb05.5K5.60" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb05.5K5.60">
Tb927.6.730	hypothetical protein  conserved	<input id="checkbox_Tb927.6.730" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.730">
Tb927.4.430	proteasome beta 7 subunit	<input id="checkbox_Tb927.4.430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.430">
Tb927.11.4560	hypothetical protein  conserved	<input id="checkbox_Tb927.11.4560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4560">
Tb927.10.1580	MICOS complex subunit MIC10-1	<input id="checkbox_Tb927.10.1580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.1580">
Tb927.11.19660	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19660">
Tb927.9.15780	hypothetical protein  conserved	<input id="checkbox_Tb927.9.15780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.15780">
Tb927.10.3630	hypothetical protein  conserved	<input id="checkbox_Tb927.10.3630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3630">
Tb927.8.1570	Uncharacterised protein family (UPF0172)  putative	<input id="checkbox_Tb927.8.1570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1570">
Tb11.v5.0943	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb11.v5.0943" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0943">
Tb927.11.13530	hypothetical protein  conserved	<input id="checkbox_Tb927.11.13530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.13530">
Tb927.2.1780	GlcNAc-PI synthesis protein	<input id="checkbox_Tb927.2.1780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.1780">
Tb927.9.6370	hypothetical protein  conserved	<input id="checkbox_Tb927.9.6370" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.6370">
Tb927.3.660	hypothetical protein  conserved	<input id="checkbox_Tb927.3.660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.660">
Tb927.10.10420	monothiol glutaredoxin  putative	<input id="checkbox_Tb927.10.10420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10420">
Tb927.11.7190	hypothetical protein	<input id="checkbox_Tb927.11.7190" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.7190">
Tb927.3.830	flap endonuclease-1 (FEN-1)  putative	<input id="checkbox_Tb927.3.830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.830">
Tb927.4.5080	hypothetical protein  conserved	<input id="checkbox_Tb927.4.5080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5080">
Tb927.6.4430	homoserine kinase	<input id="checkbox_Tb927.6.4430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.4430">
Tb927.9.800	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative	<input id="checkbox_Tb927.9.800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.800">
Tb11.v5.0326	retrotransposon hot spot (RHS) protein  putative	<input id="checkbox_Tb11.v5.0326" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0326">
Tb927.9.8240	hypothetical protein  conserved	<input id="checkbox_Tb927.9.8240" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.8240">
Tb927.10.12260	cytosolic nonspecific dipeptidase  putative	<input id="checkbox_Tb927.10.12260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.12260">
Tb927.9.12080	hypothetical protein  conserved	<input id="checkbox_Tb927.9.12080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12080">
Tb927.5.2900	histone deacetylase 4	<input id="checkbox_Tb927.5.2900" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2900">
Tb927.9.3290	4F5 protein family  putative	<input id="checkbox_Tb927.9.3290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.3290">
Tb927.10.15230	hypothetical protein  conserved	<input id="checkbox_Tb927.10.15230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15230">
Tb927.10.1780	hypothetical protein	<input id="checkbox_Tb927.10.1780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.1780">
Tb11.v5.0677	expression site-associated gene 11 (ESAG11) protein  putative	<input id="checkbox_Tb11.v5.0677" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0677">
Tb10.v4.0042	hypothetical protein	<input id="checkbox_Tb10.v4.0042" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0042">
Tb927.11.19710	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19710">
Tb927.11.18340	variant surface glycoprotein (VSG)  putative (pseudogene)	<input id="checkbox_Tb927.11.18340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.18340">
Tb927.7.2860	histone H2A  putative	<input id="checkbox_Tb927.7.2860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.2860">
Tb927.11.7780	Mitochondrial import receptor subunit ATOM46	<input id="checkbox_Tb927.11.7780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.7780">
Tb927.10.16230	Variant Surface Glycoprotein  putative	<input id="checkbox_Tb927.10.16230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.16230">
Tb927.5.4575	hypothetical protein	<input id="checkbox_Tb927.5.4575" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4575">
Tb927.4.1340	Cleavage and polyadenylation specificity factor subunit	<input id="checkbox_Tb927.4.1340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.1340">
Tb11.v5.0663	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0663" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0663">
Tb927.9.17130	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.17130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17130">
Tb927.11.230	cleavage and polyadenylation specificity factor subunit 2	<input id="checkbox_Tb927.11.230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.230">
Tb927.9.10150	hypothetical protein  conserved	<input id="checkbox_Tb927.9.10150" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10150">
Tb927.11.13310	hypothetical protein  conserved	<input id="checkbox_Tb927.11.13310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.13310">
Tb927.8.3340	hypothetical protein  conserved	<input id="checkbox_Tb927.8.3340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.3340">
Tb927.4.5490	variant surface glycoprotein  fragment  degenerate	<input id="checkbox_Tb927.4.5490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5490">
Tb11.v5.0686	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0686" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0686">
Tb927.7.5010	hypothetical protein  conserved	<input id="checkbox_Tb927.7.5010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5010">
Tb10.v4.0170	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb10.v4.0170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0170">
Tb927.4.2710	ubiquitin-conjugating enzyme E2  putative	<input id="checkbox_Tb927.4.2710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2710">
Tb927.10.8295	hypothetical protein  conserved	<input id="checkbox_Tb927.10.8295" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8295">
Tb927.7.340	Alpha/beta hydrolase family  putative	<input id="checkbox_Tb927.7.340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.340">
Tb927.5.1810	lysosomal/endosomal membrane protein p67	<input id="checkbox_Tb927.5.1810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.1810">
Tb927.11.5520	triosephosphate isomerase	<input id="checkbox_Tb927.11.5520" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.5520">
Tb927.7.3440	I/6 autoantigen	<input id="checkbox_Tb927.7.3440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.3440">
Tb927.11.6220	Palmitoyl acyltransferase 7	<input id="checkbox_Tb927.11.6220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.6220">
Tb11.v5.0248	pre-mRNA splicing factor ATP-dependent RNA helicase  putative	<input id="checkbox_Tb11.v5.0248" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0248">
Tb927.8.2780	RNA-binding protein RBP10  putative	<input id="checkbox_Tb927.8.2780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2780">
